ISBN-10,ISBN-13,タイトル,著者,出版社,出版日,書齢,定価,価格（新品）,在庫数（新品）,価格（非常によい）,在庫数（非常によい）,価格（良い）,在庫数（良い）,価格（キズや使用感あり）,在庫数（キズや使用感あり）,内容,ジャンル,言語,本の長さ,版型
"4908465037","9784908465031","喫茶とインテリア WEST","BMC 著,西岡潔 写真","大福書林","2016-10-08","9年","2420","","","1271","3","","","","","居心地のいい喫茶店には、インテリアや建築へのこだわり、そして長い時間をかけて作られた独特の味わいがある。喫茶店の黄金期といわれた高度経済成長期、個人経営の喫茶店は、それぞれの個性を生かし、独特な内装を作り出した。本書は、これまで正面からとりあげられてこなかった、昭和の喫茶店・洋食店のインテリア・建築的魅力について、記録し伝える写真集。BMCの５人が、開店時のインテリアとスピリットを今も保っている喫茶店・洋食店の店主をたずね、歴史と人がつくる味わい、空間としてのよさを考える。大阪府・京都・和歌山・兵庫の老舗店から、知られざる名店まで、33店の物語を紹介。照明・カウンター・パーティション・造作棚・タイル・壁・床・家具・窓・看板の素晴らしさ…純喫茶を建築的視点で楽しむ１冊","写真・工芸","jpn","199","A5"
"4908465096","9784908465093","特薦いいビル国立京都国際会館","BMC 著,西岡潔 写真,田村奈緒 デザイン","大福書林","2019-04-19","6年","2420","","","","","","","","","京都人も知らない、京都のものすごい建築。
&lt;p&gt;
京都・比叡山に抱かれ、宝ケ池とつながる、なんとも不思議な逆台形と台形の複雑な複合体が、高度経済成長期の過剰な情熱によって完成した世紀の大建築であることは、あまり知られていない。
&lt;p&gt;
丹下健三の右腕であった若き建築家・大谷幸夫が、戦後の公開コンペで最優秀作品に選ばれ、2013年に亡くなるまで生涯かかわり続けた、胸はずむ大空間を、『いいビルの写真集 WEST』のBMCが案内する豪華保存版・ビル写真集。西岡潔の美しい写真と、BMCの独特な視点で堪能できる。
&lt;p&gt;
また、全工事費の１％を芸術との協同に充てることを定められた画期的なこの建築は、それ自体がミュージアムと言っても過言ではない。
&lt;p&gt;
そして家具のほとんどを手がけたのは、イサム・ノグチやブルーノ・タウトらとも親交の深かった剣持勇。会館のためにデザインされた家具が、会館の複雑な空間の中に散りばめられ、訪れるたびに新たな発見がある。&lt;p&gt;
本書は、工事関係者や大谷・剣持を知る人々へのインタビューをまじえ、その魅力をあますところなく紹介する。
&lt;p&gt;
なおこの本は、1950-70年代のビルの魅力を発信し続ける「BMC」の活動10周年を記念して企画制作された。高度経済成長期の過剰な情熱によって完成した世紀の大建築。剣持勇のモダンな家具・度肝を抜く外観とインテリアの魅力を堪能Chapter 1 京都国際会館をめぐってみよう&lt;p&gt;
メインロビー　大事なことはロビーで決まる
メインホール　国際会議が行われる大空間のコンセプトは「地球」
宴会場　踊るような格子の幾何学パターンがパーティーを盛り立てる
グリル　かつての喫茶店がシックなレストランに
会議場　Room D　壁のドレープが晴れがましい元プレス会場
会議場　Room C　障子まで斜めにしたこだわりの和風会議場
会議場　Room A　大空間を支える強調された台形の構造フレーム
会議場　Room B-1 / Room B-2　大きな壁に包み込まれる青と赤の間
ラウンジコーナー　あちらこちらで人々の対話が聞こえてくる
控え室・打合せ室　京の街と山を遠望する部屋の数々
庭園　庭の存在が建築と自然をひとつにつなぐ
&lt;p&gt;
Chapter 2 もっと寄って見てみよう
家具
照明
アート
ディテール
&lt;p&gt;
Column1 浜秋さんのこと　井上タツ子
Column2 スワンのこと　井上タツ子
Column3 チーム京都国際会館の偉業　高岡伸一
Column4 師、大谷幸夫のこと－大谷研究室・山本敬則さんインタビュー　岩田雅希
Column5 家具デザインと建築－剣持デザイン研究所・松本哲夫さんインタビュー　川原由美子
Column6 タタキ屋という仕事－岡田石材工業インタビュー　阪口大介
参考文献美術;芸術;インテリア;家具;建築;ビル;BMC;髙岡伸一","写真・工芸","jpn","160","A5"
"4908615004","9784908615009","高宮眞介建築史意匠講義 第2版 (ア－キシップ叢書)","著:高宮 眞介,著:飯田 善彦,監修:大川 三雄,編集:フリックスタジオ","Archiship Library ＆ Cafe´","2016-01-15","10年","2970","","","","","","","","","","芸術総記","jpn","283","A5"
"4908615012","9784908615016","高宮眞介建築史意匠講義 2 (ア－キシップ叢書)","著:高宮 眞介,著:大川 三雄,著:飯田 善彦,監修:大川 三雄,編集:フリックスタジオ,写真:染谷 正弘","Archiship Library ＆ Cafe´","2016-12-19","9年","2970","","","","","","","","","","芸術総記","jpn","","A5"
"4909355170","9784909355171","庭 のびやかな建築の思考","竹山聖 編著,京都大学竹山研究室 編著","エイアンドエフ","2020-06-13","5年","3080","","","","","","","","","","建築","","447","A5"
"4909658815","9784909658814","REKIHAKU 006 特集：人工知能の現代史","国立歴史民俗博物館 編集,橋本雄太 編集,澤田和人 編集","国立歴史民俗博物館","2022-06-28","3年","1201","","","","","","","","","国立歴史民俗博物館発!　歴史と文化への好奇心をひらく『REKIHAKU』!

いまという時代を生きるのに必要な、最先端でおもしろい歴史と文化に関する研究の成果をわかりやすく伝えます。



本書の特集は「人工知能の現代史」。

人間の知的ふるまいをコンピューターに再現させる方法を研究する分野を「人工知能（AI）」と呼ぶが、2012年頃に「深層学習」と呼ばれる技術が登場し、AIは急速な発展を遂げ、いまもその技術の進化はとどまることを知らない。

例えば自動車の自動運転、言語の翻訳、音声・画像認識、ロボット制御、病理診断等々、その技術は社会のすみずみに浸透している。

だがこの技術は、急に現れたものではなく、実は長い歴史を有するものであった。

本特集では、その歴史を「人工知能」前史から説きおこしていく。近年問題になっている、人種差別やジェンダー、貧富格差やフェイクニュースといった社会問題も含め論じ、歴史学の方法と知見をフルに活用しつつ「人工知能」の歴史に迫る。

【人工知能も含む情報処理技術の歴史を研究する分野を「コンピューティング史」という。本特集が読者にとってコンピューティング史へのよい導入ともなれば幸いである。（橋本雄太）】

特集執筆は、杉本　舞／小澤京子／橋本雄太／久木田水生／喜多千草／前山和喜／林　晋／鈴木卓治／河西棟馬。



特集以外の記事も、好評連載・鷹取ゆう「ようこそ！　サクラ歴史民俗博物館」、石出奈々子のれきはく！探検ほか、盛りだくさんで歴史と文化への好奇心をひらいていきます。



歴史や文化に興味のある人はもちろん、そうではなかった人にもささる本。それが『REKIHAKU』です。年3回刊行！特集　人工知能の現代史



1 AI登場前後の研究の流れを概観する

「人工知能」前史──機械の脳とサイバネティクス（杉本　舞）



2　人工知能をめぐるジェンダーの問題●COLUMN

AIはだれの顔をしているのか?（小澤京子）



3　60年以上にわたるAI研究の歴史

AI研究史概観──ダートマス会議から深層学習の登場まで（橋本雄太）



4　人工知能とロボットの倫理をめぐる歴史●COLUMN

AIが制御できなくなったら?（久木田水生）



5　社会に進出するコンピューターがもたらす議論

「人工知能」と社会── 一九六〇年代を中心に（喜多千草）



6　日本人はどのように「考える機械」を受け入れたのか●COLUMN

日本における人工頭脳としてのコンピュータの受容（前山和喜）



7　次世代コンピューター開発への日本の挑戦

第五世代コンピュータープロジェクト── 一九八〇年代の日本（林　晋）



8　個人用コンピューターがまだ実用品ではなかった時代の思い出●COLUMN

四〇年前のマイコンプログラムとカセットテープ（鈴木卓治）



9　国家の統治技法としてのサイバネティクスとその実践●COLUMN

サイバネティクスと社会主義──サイバーシン計画 1970-73（河西棟馬）



○「人工知能の現代史」用語集（橋本雄太）



----



たかが歴史  されど歴史

元号（年号）字の決定権（小倉慈司）



博物館マンガ　第5回

ようこそ！ サクラ歴史民俗博物館

大型展示物の掃除はとっても大変！（鷹取ゆう）



石出奈々子のれきはく！探検　第5回

お米のチカラ 西の地カラ（石出奈々子）



フィールド紀行

掘る、歩く、感じる

遺跡から未来へ 　第2回●古墳時代社会像を構築する（岡山から全国へ）（松木武彦）



誌上博物館　歴博のイッピン

描かれた職人たち

東北院職人歌合（村木二郎）



歴史研究フロントライン

アワビから読み解く古代史（清武雄二）


&lt;","日本歴史","jpn","112","A5"
"4910032045","9784910032047","建築情報学へ","監修:建築情報学会,著:大野友資,著:荒木美香,著:谷口景一朗,著:石津優子,著:提坂ゆきえ,著:堀田憲祐,著:水野勇太,著:佐久間洋司,著:吉村有司,著:酒井康史,著:岡瑞起,著:玉城絵美,著:小見山陽介,著:杉田宗,著:石澤宰,著:暦本純一,著:砂山太一,著:田中浩也,著:渡邊恵太,著:斉藤賢爾,編集:池田靖史,編集:豊田啓介,編集:角田大輔,編集:木内俊克,編集:石澤宰,編集:杉田宗,編集:小見山陽介,編集:富井雄太郎","ミルグラフ","2020-12-25","5年","2750","","","499","4","","","","","デジタルテクノロジーは、私たちの日常に欠くことのできないものとして、もはや意識されることもないほど社会に浸透した。本書は、建築という分野を、情報学的観点および情報技術による広がりの先に定義しようと試みる。
建築は常に他領域や技術から影響を受けながら変化し続けてきた。
情報によって建築は、より領域横断的、より動的、より拡張的なものになるだろう。

-目次-
第1章　拡張する建築の職能 —建築情報学的領域の生成
　情報と物質とそのあいだの思考　 大野友資
　素材と構造解析・実験　 荒木美香
　快適性と環境デザインの価値　 谷口景一朗
　設計から生産へ　 石津優子
　BIMコーディネーション 　提坂ゆきえ
　デジタル・リプレゼンテーション　 堀田憲祐
　メタAIと建築空間　 水野勇太
　バーチャル・ビーイング　 佐久間洋司
　都市を科学する可能性 　吉村有司
　集合知とガバナンス　 酒井康史
　進化するコミュニティの生態系　 岡瑞起
　デジタル・エシックス 　玉城絵美

第2章　Learn / Make / Connect ―営みから捉える建築情報学の体系
Ⅰ　Learn　建築情報史試論　小見山陽介
　第1講　情報と感性
　第2講　情報と表記
　第3講　情報と生産
　第4講　情報と環境
　第5講　情報と管理
Ⅱ　Make　情報と“つくる”　杉田宗
　第6講　つくるための流れ
　第7講　つくるための入力
　第8講　つくるための管理
　第9講　つくるための出力
　第10講　つくるを“つくる”
Ⅲ　Connect　一から多へ　石澤宰
　第11講　つなぐとは
　第12講　人的拡張
　第13講　空間的拡張
　第14講　時間的拡張
　第15講　価値的拡張

第3章　建築情報学という潜在性
Augmented Society：人間拡張による社会と都市　 暦本純一
思索するツール：表記とデジタイズ　 砂山太一
デジタルファブリケーションから「情報体」の設計へ　 田中浩也
エコデジタル：デジタル前提の生存様式とインターフェースデザイン　 渡邊恵太
管理のディセントラリゼーション（分散）へ　 斉藤賢爾

まとめにかえて 建築情報学会
あとがき 池田靖史 豊田啓介
索引
著者・編者プロフィール情報によって建築は、より領域横断的、より動的、より拡張的なものになるだろう。第1章　拡張する建築の職能 —建築情報学的領域の生成
　情報と物質とそのあいだの思考　 大野友資
　素材と構造解析・実験　 荒木美香
　快適性と環境デザインの価値　 谷口景一朗
　設計から生産へ　 石津優子
　BIMコーディネーション 　提坂ゆきえ
　デジタル・リプレゼンテーション　 堀田憲祐
　メタAIと建築空間　 水野勇太
　バーチャル・ビーイング　 佐久間洋司
　都市を科学する可能性 　吉村有司
　集合知とガバナンス　 酒井康史
　進化するコミュニティの生態系　 岡瑞起
　デジタル・エシックス 　玉城絵美

第2章　Learn/Make/Connect ―営みから捉える建築情報学の体系
Ⅰ　Learn　建築情報史試論　小見山陽介
　第1講　情報と感性
　第2講　情報と表記
　第3講　情報と生産
　第4講　情報と環境
　第5講　情報と管理
Ⅱ　Make　情報と“つくる”　杉田宗
　第6講　つくるための流れ
　第7講　つくるための入力
　第8講　つくるための管理
　第9講　つくるための出力
　第10講　つくるを“つくる”
Ⅲ　Connect　一から多へ　石澤宰
　第11講　つなぐとは
　第12講　人的拡張
　第13講　空間的拡張
　第14講　時間的拡張
　第15講　価値的拡張

第3章　建築情報学という潜在性
Augmented Society：人間拡張による社会と都市　 暦本純一
思索するツール：表記とデジタイズ　 砂山太一
デジタルファブリケーションから「情報体」の設計へ　 田中浩也
エコデジタル：デジタル前提の生存様式とインターフェースデザイン　 渡邊恵太
管理のディセントラリゼーション（分散）へ　 斉藤賢爾

まとめにかえて 建築情報学会
あとがき 池田靖史 豊田啓介
索引
著者・編者プロフィール","建築","jpn","236","A5"
"4990661001","9784990661007","窓の観察","長島明夫 編","長島明夫","2012-09-08","13年","990","","","","","","","","","","建築","","","A5変"
"499066101X","9784990661014","多木浩二と建築 (建築と日常別冊)","長島明夫 編","長島明夫","2013-04-30","12年","1980","","","","","","","","","","建築","jpn","237","A5"
"4990661036","9784990661038","建築と日常の写真","長島明夫 編","長島明夫","2017-05-07","8年","1320","","","","","","","","","","建築","","","A4"
"4990661044","9784990661045","建築と日常 No．5 特集：平凡建築","長島明夫 編集","長島明夫","2018-05-17","7年","1650","","","","","","","","","","建築","","142","A5"
"4990661095","9784990661090","建築と日常 No．2","長島明夫 編","長島明夫","2011-12-01","14年","1258","","","","","","","","","","建築","","","A5"
"4991147506","9784991147500","建築のことばを探す","","建築の建築","2020-7","5年","6600","","","","","","","","","","建築","","","A4"
